City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,ippy,6.2679,21.2247,76.23,26,100,4.99,CF,1706662167
300,chato,-2.6378,31.7669,65.73,90,100,4.94,TZ,1706662167
301,letterkenny,54.95,-7.7333,43.36,79,100,14.25,IE,1706662168
302,bereznik,62.8551,42.7072,26.85,91,32,6.93,RU,1706662168
303,pahrump,36.2083,-115.9839,69.85,33,0,2.35,US,1706662151
304,korla,41.7597,86.1469,22.57,68,78,10.8,CN,1706662168
305,pokhara,28.2333,83.9833,49.15,45,68,5.75,NP,1706662168
306,mari-turek,56.7895,49.6235,21.33,93,11,12.33,RU,1706662168
307,hilton head island,32.2163,-80.7526,53.98,75,0,8.05,US,1706662169
308,lakatoro,-16.0999,167.4164,83.89,75,100,4.68,VU,1706662169
309,ebaye,8.7748,167.7392,82.42,74,0,18.41,MH,1706662169
310,cockburn town,21.4612,-71.1419,75.33,57,1,9.24,TC,1706662169
311,puerto colombia,10.9878,-74.9547,78.89,84,89,24.7,CO,1706661957
312,bandarbeyla,9.4942,50.8122,75.99,70,100,9.06,SO,1706662169
313,stavyshche,50.4,29.5333,29.55,70,97,7.52,UA,1706662170
314,nazyvayevsk,55.5698,71.3529,-7.2,100,98,5.59,RU,1706662170
315,olbia,40.9214,9.4856,35.65,93,0,3.44,IT,1706662170
316,vinogradovo,56.9333,37.55,20.91,100,100,2.53,RU,1706662170
317,fuerte olimpo,-21.0415,-57.8738,85.68,49,80,7.2,PY,1706662170
318,forster,-32.1667,152.5167,83.28,72,19,10.04,AU,1706662170
319,hillsboro,45.5229,-122.9898,56.43,80,100,1.99,US,1706662113
320,pisco,-13.7,-76.2167,75.25,78,0,19.57,PE,1706662171
321,port saint john's,-31.6229,29.5448,72.46,93,96,6.29,ZA,1706662171
322,bakchar,57.0186,82.0711,7.5,95,100,6.06,RU,1706662171
323,camacupa,-12.0167,17.4833,62.55,96,100,1.3,AO,1706662171
324,talnakh,69.4865,88.3972,1.2,80,100,10.45,RU,1706662172
325,sittwe,20.15,92.9,61.56,60,3,5.88,MM,1706662172
326,mormugao,15.4,73.8,71.2,69,26,3.67,IN,1706662172
327,belmonte,-15.8631,-38.8828,78.8,84,56,9.98,BR,1706662172
328,akureyri,65.6835,-18.0878,26.53,68,75,12.66,IS,1706662172
329,manokwari,-0.8667,134.0833,82.51,75,90,3.42,ID,1706662173
330,beipiao,41.7919,120.7792,6.91,58,0,15.61,CN,1706662173
331,yorkton,51.2167,-102.4677,40.84,75,0,13.8,CA,1706661902
332,san rafael,-34.6177,-68.3301,79.88,44,53,12.44,AR,1706662138
333,mejit,10.2753,170.8646,79.57,80,100,19.73,MH,1706662173
334,yerofey pavlovich,53.9667,121.9667,-11.38,89,99,2.8,RU,1706662173
335,grabow,53.2833,11.5667,46.92,86,100,14.94,DE,1706662173
336,makary,12.5717,14.4666,70.61,35,0,16.31,CM,1706662174
337,chonchi,-42.6128,-73.8092,65.41,87,100,2.66,CL,1706662174
338,kashiwazaki,37.3667,138.55,44.13,59,100,5.86,JP,1706662174
339,taulaga,-11.0553,-171.0883,84.7,63,13,2.57,AS,1706662174
340,namtsy,62.7161,129.6658,-34.33,99,95,0.29,RU,1706662174
341,ujae,8.9322,165.7642,80.65,76,100,23.2,MH,1706662174
342,berezovyy,51.6667,135.7,-4.34,72,17,0.92,RU,1706662175
343,east ballina,-28.8667,153.5833,82.8,62,79,10.09,AU,1706662175
344,port elizabeth,-33.918,25.5701,71.31,88,0,2.3,ZA,1706662175
345,partur,19.6,76.2167,66.79,44,26,4.0,IN,1706662175
346,mamuju,-2.6748,118.8885,83.79,73,74,8.52,ID,1706662175
347,hohhot,40.8106,111.6522,-1.91,78,0,8.95,CN,1706662175
348,tazacorte,28.629,-17.9293,65.16,28,0,8.99,ES,1706662175
349,kochenevo,55.0218,82.202,-2.63,99,95,4.68,RU,1706662176
350,alexandria,31.2156,29.9553,43.34,61,45,11.36,EG,1706662176
351,ancud,-41.8697,-73.8203,58.24,93,100,4.85,CL,1706662176
352,poirino,44.9208,7.8469,44.91,49,10,5.75,IT,1706662176
353,la mira,18.035,-102.3266,76.96,75,100,2.06,MX,1706662176
354,debre birhan,9.6833,39.5333,52.84,82,97,5.53,ET,1706662176
355,flying fish cove,-10.4217,105.6791,78.48,94,100,1.14,CX,1706662177
356,port blair,11.6667,92.75,78.84,89,40,2.3,IN,1706662177
357,clodomira,-27.5744,-64.1311,87.58,26,0,9.86,AR,1706662177
358,ulladulla,-35.35,150.4667,71.76,92,100,9.46,AU,1706662177
359,coquimbo,-29.9533,-71.3436,64.13,88,40,8.05,CL,1706661909
360,sao sebastiao do paraiso,-20.9169,-46.9914,70.41,41,100,1.32,BR,1706662177
361,novyy urgal,51.0736,132.5642,-20.02,95,100,1.48,RU,1706662177
362,inari,68.906,27.0288,34.0,75,100,22.55,FI,1706662178
363,praia da vitoria,38.7333,-27.0667,59.25,88,75,6.67,PT,1706662178
364,huarmey,-10.0681,-78.1522,76.14,79,100,8.68,PE,1706662178
365,walvis bay,-22.9575,14.5053,65.35,88,4,12.66,NA,1706662178
366,luau,-10.7073,22.2247,64.54,97,31,2.39,AO,1706662178
367,sumbawa besar,-8.5,117.4333,85.23,66,81,1.3,ID,1706662178
368,castillos,-34.1667,-53.8333,65.12,84,0,5.1,UY,1706662179
369,sinabang,2.4803,96.3801,81.05,81,94,4.5,ID,1706662179
370,boyalik,41.2634,28.6314,43.77,2,97,21.25,TR,1706662179
371,midvagur,62.0511,-7.1939,45.43,87,100,14.97,FO,1706662179
372,harpswell center,43.8018,-69.9842,17.47,84,38,3.04,US,1706662179
373,luderitz,-26.6481,15.1594,65.37,85,0,7.92,NA,1706662180
374,shumikha,55.2261,63.2961,5.34,97,100,7.63,RU,1706662180
375,kokshetau,53.2775,69.3883,-2.7,94,96,4.76,KZ,1706662180
376,pacific grove,36.6177,-121.9166,61.02,85,0,6.91,US,1706662180
377,fisterra,42.9049,-9.2629,50.02,77,100,5.77,ES,1706662180
378,waingapu,-9.6567,120.2641,83.64,66,17,3.8,ID,1706662181
379,gurun,5.8172,100.4738,74.98,83,100,3.94,MY,1706662181
380,hasaki,35.7333,140.8333,46.29,62,8,10.58,JP,1706662181
381,cururupu,-1.8283,-44.8683,76.73,94,39,3.56,BR,1706662181
382,saipan,15.1355,145.701,81.3,61,75,19.57,MP,1706662181
383,gemona,46.2794,13.1431,36.52,63,100,3.4,IT,1706662181
384,mogocha,53.7333,119.7667,-9.35,91,100,3.4,RU,1706662182
385,moyynkum,44.2914,72.9469,29.64,89,100,12.24,KZ,1706662182
386,longuenesse,50.734,2.2352,44.42,92,100,2.51,FR,1706662182
387,ha tien,10.3833,104.4833,76.66,79,97,5.99,VN,1706662182
388,alofi,-19.0595,-169.9187,82.49,85,100,16.08,NU,1706662182
389,constitucion,-35.3333,-72.4167,61.84,68,0,14.92,CL,1706662182
390,diego de almagro,-26.3667,-70.05,72.59,52,0,4.03,CL,1706662183
391,whakatane,-37.9585,176.9854,73.74,62,57,10.78,NZ,1706662183
392,coyhaique,-45.5752,-72.0662,62.55,59,75,5.75,CL,1706662183
393,sambava,-14.2667,50.1667,75.92,90,100,4.09,MG,1706662183
394,kamien pomorski,53.9685,14.7726,46.56,87,100,14.7,PL,1706662183
395,abepura,-2.6333,140.5833,85.01,70,40,6.91,ID,1706662183
396,al jawf,29.5,38.75,44.29,54,0,8.95,SA,1706662183
397,pangai,-19.8,-174.35,77.11,100,100,0.0,TO,1706662184
398,vila franca do campo,37.7167,-25.4333,57.61,89,69,5.28,PT,1706662184
399,rawson,-43.3002,-65.1023,76.48,42,0,7.05,AR,1706662184
400,brisas barra de suchiate,14.55,-92.2167,79.47,66,5,5.82,MX,1706662184
401,quiberon,47.4841,-3.1196,48.2,84,97,1.01,FR,1706662184
402,okhotsk,59.3833,143.3,-4.34,79,71,10.94,RU,1706662034
403,pervomayskoye,43.919,46.7102,25.05,84,81,7.9,RU,1706662185
404,port hedland,-20.3167,118.5667,87.85,70,8,6.91,AU,1706662185
405,dhidhdhoo,6.8833,73.1,82.02,74,42,10.11,MV,1706662185
406,leninskoye,41.7589,69.3864,26.38,97,100,8.34,KZ,1706662185
407,murzuq,25.9155,13.9184,45.66,57,0,9.8,LY,1706662185
408,mpanda,-6.3655,31.0409,63.82,97,100,3.02,TZ,1706662185
409,rio grande,-32.035,-52.0986,73.51,87,44,9.17,BR,1706662186
410,pikalevo,59.5183,34.1664,23.72,99,100,4.27,RU,1706662186
411,qamdo,31.1667,97.2333,11.52,53,77,6.02,CN,1706662186
412,nelson,-41.2833,173.2833,76.28,63,0,1.01,NZ,1706662186
413,ola,59.5833,151.2833,-11.87,83,15,6.46,RU,1706662187
414,mhamid,29.82,-5.72,55.92,42,100,7.76,MA,1706662187
415,maryville,35.7565,-83.9705,48.99,89,100,1.99,US,1706662005
416,daru,-9.0763,143.2092,84.06,74,100,8.57,PG,1706662187
417,zag,46.9441,99.165,-17.86,86,36,3.49,MN,1706662187
418,el granada,37.5027,-122.4694,65.98,72,0,10.36,US,1706662188
419,dwarka,22.2394,68.9678,71.46,79,100,8.97,IN,1706662188
420,benidorm,38.5382,-0.131,58.12,76,100,8.03,ES,1706662188
421,mthatha,-31.5889,28.7844,68.56,94,100,6.91,ZA,1706662188
422,lido di jesolo,45.5069,12.6469,33.78,62,100,3.6,IT,1706662188
423,barcelos,41.5388,-8.6151,57.34,75,100,4.54,PT,1706662188
424,callao,-12.0667,-77.15,81.72,69,100,10.36,PE,1706662189
425,port alfred,-33.5906,26.891,71.19,93,100,4.85,ZA,1706662189
426,jaisalmer,26.9147,70.9181,65.7,42,58,6.17,IN,1706662189
427,peace river,56.2501,-117.286,46.71,53,20,20.71,CA,1706662189
428,kailua-kona,19.6406,-155.9956,82.36,76,75,13.8,US,1706662189
429,acapulco de juarez,16.8634,-99.8901,78.24,78,100,5.23,MX,1706662189
430,kuta,-8.7233,115.1723,82.35,83,20,2.3,ID,1706662190
431,selfoss,63.9331,-20.9971,26.04,60,98,15.77,IS,1706662190
432,andovoranto,-18.95,49.1,73.0,86,43,9.75,MG,1706662190
433,porto novo,6.4965,2.6036,84.02,83,29,5.66,BJ,1706662190
434,nova sintra,14.8667,-24.7167,69.82,63,0,11.39,CV,1706662190
435,dingzhou,38.5131,114.9956,24.91,64,76,9.26,CN,1706662190
436,dampit,-8.2116,112.7493,80.44,70,10,0.96,ID,1706662191
437,lodwar,3.1191,35.5973,88.29,35,100,7.05,KE,1706662191
438,inarajan village,13.2736,144.7484,83.39,72,21,24.16,GU,1706662191
439,pocito,-31.6833,-68.5833,89.58,30,85,7.81,AR,1706662191
440,saynshand,44.8824,110.1163,-19.5,95,10,4.18,MN,1706662191
441,saarijarvi,62.7049,25.254,32.95,98,100,7.65,FI,1706662191
442,nuestra senora del rosario de caa cati,-27.7507,-57.6207,79.18,54,11,8.95,AR,1706662191
443,aswan,24.0934,32.907,49.3,46,0,6.91,EG,1706662192
444,holualoa,19.6228,-155.9522,78.64,76,75,13.8,US,1706662192
445,namibe,-15.1961,12.1522,76.64,78,32,5.32,AO,1706662192
446,snyder,32.7179,-100.9176,62.01,31,0,5.75,US,1706662192
447,pasan,22.85,82.2,53.74,54,100,0.43,IN,1706662192
448,baskale,38.0453,44.0172,6.93,93,96,1.7,TR,1706662192
449,at-bashi,41.1702,75.8106,13.8,95,100,0.54,KG,1706662193
450,sungai penuh,-2.0833,101.3833,69.21,90,87,2.68,ID,1706662193
451,lompoc,34.6391,-120.4579,59.92,87,75,11.5,US,1706662193
452,salinopolis,-0.6136,-47.3561,79.52,85,100,9.19,BR,1706662193
453,margate,51.3813,1.3862,44.91,90,100,3.2,GB,1706662062
454,changyon,38.2508,125.0961,37.53,49,18,2.51,KP,1706662193
455,byron bay,-28.65,153.6167,82.71,61,93,11.16,AU,1706662193
456,sao gabriel da cachoeira,-0.1303,-67.0892,79.3,83,86,2.55,BR,1706662194
457,boguchany,58.3814,97.4531,-25.15,100,13,1.99,RU,1706662194
458,chibougamau,49.9168,-74.3659,17.22,86,0,9.22,CA,1706662194
459,san patricio,28.017,-97.5169,64.35,57,100,6.64,US,1706662194
460,barra,-11.0894,-43.1417,75.11,77,46,2.68,BR,1706662194
461,poulsbo,47.7359,-122.6465,59.85,91,100,0.89,US,1706661898
462,santa ana de yacuma,-13.75,-65.4333,77.23,89,99,4.09,BO,1706662195
463,hornell,42.3279,-77.6611,33.8,91,100,4.0,US,1706662195
464,queenstown,-31.8976,26.8753,66.54,93,100,1.61,ZA,1706662195
465,majie,25.0333,102.6361,39.18,87,20,11.18,CN,1706662195
466,haiku-pauwela,20.9219,-156.3051,74.17,95,100,8.05,US,1706662195
467,alness,57.696,-4.2551,44.85,82,100,15.14,GB,1706662195
468,shenjiamen,29.9576,122.298,50.92,95,87,8.77,CN,1706662196
469,broome,42.2506,-75.833,31.69,89,100,8.05,US,1706662196
470,isabela,6.7085,121.9711,82.45,74,100,6.53,PH,1706662196
471,aksuat,48.7167,83.7,4.1,89,100,1.52,KZ,1706662196
472,afaahiti,-17.75,-149.2833,84.06,83,70,9.48,PF,1706662196
473,tchintabaraden,15.8969,5.7985,63.21,26,0,13.6,NE,1706662196
474,burang,30.25,81.1667,8.76,72,2,4.07,CN,1706662196
475,monrovia,6.3005,-10.7969,80.73,84,96,7.72,LR,1706662194
476,bouza,14.4229,6.0428,65.28,22,0,13.82,NE,1706662197
477,khmelnytskyi,49.4216,26.9965,23.4,89,56,5.39,UA,1706662197
478,brenham,30.1669,-96.3977,67.91,34,0,0.0,US,1706662197
479,kendal,54.3268,-2.7476,39.58,91,100,14.7,GB,1706662197
480,bandar lampung,-5.4254,105.258,76.53,92,100,4.16,ID,1706662197
481,touros,-5.1989,-35.4608,81.3,74,3,12.3,BR,1706662198
482,ciudad del carmen,18.6333,-91.8333,70.54,65,60,9.13,MX,1706662142
483,lumut,4.2323,100.6298,77.02,83,20,0.0,MY,1706662198
484,sejenane,37.0572,9.2381,45.55,85,14,6.67,TN,1706662198
485,freetown,8.484,-13.2299,80.31,83,20,8.05,SL,1706662198
486,usogorsk,63.4106,48.6872,17.67,97,99,6.64,RU,1706662198
487,port antonio,18.18,-76.4612,82.31,87,92,4.7,JM,1706662199
488,armidale,-30.5167,151.65,80.83,45,7,8.1,AU,1706662199
489,ambalangoda,6.2355,80.0538,77.18,86,21,3.91,LK,1706662199
490,undurkhaan,47.3194,110.6556,-25.15,99,45,4.23,MN,1706662199
491,ormond-by-the-sea,29.3491,-81.0665,58.08,78,0,0.0,US,1706662200
492,collinsville,38.6703,-89.9846,40.51,82,100,14.97,US,1706662200
493,mil'kovo,55.6078,37.7956,30.69,99,98,3.42,RU,1706662200
494,copala,16.65,-98.9833,77.65,83,99,3.06,MX,1706662200
495,kumeny,58.1089,49.9161,22.44,94,43,11.86,RU,1706662200
496,petrovsk-zabaykal'skiy,51.273,108.843,-22.41,100,41,2.08,RU,1706662157
497,saint-girons,42.9167,1.1667,41.92,85,7,3.83,FR,1706662201
498,kangding,30.0513,101.9603,34.9,64,0,7.67,CN,1706662201
499,khuzdar,27.7384,66.6434,52.72,53,83,6.76,PK,1706662201
500,smithers,54.7804,-127.1743,44.92,70,40,2.3,CA,1706662201
501,shemordan,56.1856,50.3972,25.41,92,20,13.69,RU,1706662202
502,taroa,8.7058,171.2275,80.29,85,100,20.04,MH,1706662202
503,jarny,49.1574,5.8788,45.95,95,100,1.01,FR,1706662202
504,hirara,24.8,125.2833,73.26,83,20,12.66,JP,1706662203
505,tokar,18.4254,37.729,72.19,64,99,10.63,SD,1706662203
506,turpan,42.9333,89.1667,28.62,49,100,4.14,CN,1706662203
507,mont-tremblant,46.1949,-74.6264,15.39,79,88,2.3,CA,1706662020
508,destin,30.3935,-86.4958,60.8,69,0,8.05,US,1706661907
509,sulak,43.2734,47.5146,32.13,78,52,11.07,RU,1706662204
510,puerto real,36.5282,-6.1901,57.36,77,0,11.5,ES,1706662204
511,daulatpur,26.5015,67.9706,63.95,34,100,5.61,PK,1706662204
512,nueva concepcion,14.2,-91.3,77.61,76,52,5.5,GT,1706662205
513,akjoujt,19.6969,-14.4164,67.82,10,0,11.79,MR,1706662205
514,knyaze-volkonskoye,48.4642,135.4567,-4.72,86,100,3.58,RU,1706662205
515,luorong,24.4058,109.6086,57.04,97,100,0.78,CN,1706662205
516,saudarkrokur,65.7461,-19.6394,24.19,84,100,12.53,IS,1706662205
517,vorkuta,67.5,64.0,8.35,96,100,10.51,RU,1706662206
518,mcalester,34.9334,-95.7697,62.69,42,20,3.44,US,1706662206
519,lata,40.1629,-8.3327,49.08,77,100,4.12,PT,1706662206
520,carira,-10.3608,-37.7011,74.16,73,0,9.42,BR,1706662206
521,karratha,-20.7377,116.8463,84.18,63,42,6.44,AU,1706662206
522,bhimunipatnam,17.8833,83.4333,67.51,82,5,3.31,IN,1706662207
523,cascais,38.6979,-9.4215,60.06,87,79,15.01,PT,1706662207
524,illizi,26.4833,8.4667,46.2,46,0,14.67,DZ,1706662207
525,padre bernardo,-15.35,-48.5,69.62,92,100,1.9,BR,1706662207
526,kamaishi,39.2667,141.8833,44.71,61,100,9.19,JP,1706662207
527,lospalos,-8.5186,127.0025,80.98,72,100,3.06,TL,1706662207
528,menaka,15.9182,2.4022,67.48,17,19,11.39,ML,1706662208
529,malanville,11.8685,3.3899,73.0,20,3,9.04,BJ,1706662208
530,al kharj,24.155,47.3346,68.58,45,96,7.76,SA,1706662208
531,richards bay,-28.783,32.0377,71.83,84,0,3.62,ZA,1706662208
532,taltal,-25.4,-70.4833,71.49,78,19,5.73,CL,1706662098
533,brookings,44.3114,-96.7984,39.2,87,0,6.91,US,1706662208
534,khandud,36.9513,72.318,18.41,82,100,3.71,AF,1706662209
535,pionerskiy,54.9508,20.2275,37.24,84,100,13.94,RU,1706662209
536,rajapur,25.3833,81.15,53.38,67,100,4.29,IN,1706662209
537,vorgashor,67.5833,63.95,8.35,95,100,11.07,RU,1706662209
538,takehara,34.3383,132.9167,46.44,70,75,4.61,JP,1706662209
539,fallon,39.4735,-118.7774,62.47,57,75,6.91,US,1706662210
540,lethem,3.3803,-59.7968,83.08,65,47,10.02,GY,1706662210
541,hithadhoo,-0.6,73.0833,81.41,73,16,4.25,MV,1706662210
542,trincomalee,8.5711,81.2335,79.45,84,25,9.62,LK,1706662210
543,severo-yeniseyskiy,60.3725,93.0408,-20.42,94,19,4.0,RU,1706662211
544,babayevo,59.3936,35.9371,15.8,97,92,3.76,RU,1706662211
545,buka,40.8108,69.1986,32.72,94,100,4.88,UZ,1706662211
546,bechar,31.6167,-2.2167,53.92,58,0,4.61,DZ,1706662211
547,poronaysk,49.2167,143.1167,3.38,87,60,2.37,RU,1706662211
548,itoman,26.1247,127.6694,75.09,78,20,17.27,JP,1706662212
549,dno,57.8277,29.9637,29.97,93,100,5.73,RU,1706662212
550,dul'durga,50.6761,113.5931,-12.06,85,20,3.38,RU,1706662212
551,mogadishu,2.0371,45.3438,78.33,78,100,18.88,SO,1706661971
552,tancacha,-32.2431,-63.9807,78.87,40,0,8.3,AR,1706662212
553,itaituba,-4.2761,-55.9836,76.28,99,100,1.83,BR,1706662213
554,cannonvale,-20.2833,148.7,85.39,66,96,4.61,AU,1706662213
555,alta,69.9689,23.2717,38.46,77,100,18.41,NO,1706662213
556,tari,12.4086,4.4914,71.94,18,21,12.73,NG,1706662213
557,mollendo,-17.0231,-72.0147,72.25,87,100,6.06,PE,1706662213
558,blaichach,47.5333,10.2667,43.12,61,91,4.03,DE,1706662214
559,gadzhiyevo,69.2551,33.3362,36.09,78,100,29.93,RU,1706662214
560,sonamura,23.4719,91.2664,59.0,50,100,1.92,IN,1706662214
561,solnechnyy,50.7214,136.6319,-6.81,94,99,2.1,RU,1706662214
562,gualeguaychu,-33.0094,-58.5172,79.32,44,0,6.96,AR,1706662214
563,mount pearl,47.5166,-52.7813,22.96,82,100,18.41,CA,1706662215
564,colombo,6.9319,79.8478,76.95,88,38,5.3,LK,1706662194
565,puerto baquerizo moreno,-0.9,-89.6,77.99,87,88,10.51,EC,1706662215
566,okha,53.5739,142.9478,-1.46,92,97,15.01,RU,1706662215
567,port macquarie,-31.4333,152.9167,80.89,69,76,8.48,AU,1706662122
568,andalgala,-27.5819,-66.3165,69.93,42,100,13.87,AR,1706662216
569,corte,42.25,9.25,40.96,67,100,2.91,FR,1706662216
570,mo i rana,66.3128,14.1428,36.32,92,100,0.0,NO,1706662216
571,san rafael del sur,11.8485,-86.4384,81.57,59,17,16.28,NI,1706662216
572,khatra,22.9833,86.85,62.37,64,100,6.15,IN,1706662217
573,sandersville,32.9815,-82.8101,49.44,60,0,6.4,US,1706662217
574,mananara,-16.1667,49.7667,75.27,83,100,5.55,MG,1706662217
575,mantua,45.1667,10.7833,33.04,72,100,2.82,IT,1706662217
576,angaur state,6.906,134.13,81.32,82,56,24.27,PW,1706662217
577,vanino,49.0869,140.2543,4.93,65,54,4.05,RU,1706662217
578,morehead city,34.7229,-76.726,47.98,84,20,5.01,US,1706662116
579,as sulayyil,20.4607,45.5779,68.25,54,68,4.47,SA,1706662218
580,el fuerte,26.4189,-108.6194,78.8,36,100,5.21,MX,1706662218
581,jayapura,-2.5333,140.7,85.39,74,100,3.85,ID,1706662218
582,putian,25.4394,119.0103,61.18,87,100,1.07,CN,1706662218
583,la'ie,21.6477,-157.9253,81.05,75,25,4.0,US,1706662219
584,gamba,-2.65,10.0,79.59,89,100,2.89,GA,1706662219
585,gurupi,-11.7292,-49.0686,75.15,90,100,2.8,BR,1706662219
586,quellon,-43.1167,-73.6167,60.1,84,100,6.67,CL,1706662219
587,el molar,40.7322,-3.5797,46.4,90,13,2.24,ES,1706662220
588,greenville,35.6127,-77.3663,45.12,75,0,3.44,US,1706661967
589,cole harbour,44.6724,-63.4751,19.71,81,75,9.22,CA,1706662220
590,novodvinsk,64.4165,40.8122,31.78,87,26,8.21,RU,1706662221
591,fort mcmurray,56.7268,-111.381,49.59,49,75,26.46,CA,1706662221
592,krasnoarmeysk,51.0239,45.6969,22.82,95,100,8.75,RU,1706662221
593,cullman,34.1748,-86.8436,57.85,58,100,6.91,US,1706662222
594,prince george,53.9166,-122.753,44.04,61,0,5.75,CA,1706662210
595,betare oya,5.6,14.0833,69.3,27,14,3.44,CM,1706662222
596,laughlin,35.1678,-114.573,78.28,30,0,2.13,US,1706662222
597,olyokminsk,60.3736,120.4264,-34.02,100,94,3.33,RU,1706662222
598,pemangkat,1.1667,108.9667,77.56,90,100,7.4,ID,1706662223
